time,room_1 | air_temp__f
2024-07-15 18:00:00-07:00,2.3661704981302822
2024-07-15 18:10:00-07:00,2.341637451383176
2024-07-15 18:20:00-07:00,2.3234589024645564
2024-07-15 18:30:00-07:00,2.313495688713583
2024-07-15 18:40:00-07:00,2.2922686738406557
2024-07-15 18:50:00-07:00,2.2877814617171297
2024-07-15 19:00:00-07:00,2.272008879958686
2024-07-15 19:10:00-07:00,2.2636491228136673
2024-07-15 19:20:00-07:00,2.2558080583960836
2024-07-15 19:30:00-07:00,2.243850354383247
2024-07-15 19:40:00-07:00,2.243037886520957
2024-07-15 19:50:00-07:00,2.229625196376305
2024-07-15 20:00:00-07:00,2.228239896257312
2024-07-15 20:10:00-07:00,2.220413765751682
2024-07-15 20:20:00-07:00,2.214017211387381
2024-07-15 20:30:00-07:00,2.212438844600875
2024-07-15 20:40:00-07:00,2.203162005039794
2024-07-15 20:50:00-07:00,2.2055318041897034
2024-07-15 21:00:00-07:00,2.1944144905990965
2024-07-15 21:10:00-07:00,2.1894194406203806
2024-07-15 21:20:00-07:00,2.183435601671247
2024-07-15 21:30:00-07:00,2.1785563076799477
2024-07-15 21:40:00-07:00,2.173820695108856
2024-07-15 21:50:00-07:00,2.1701757475490755
2024-07-15 22:00:00-07:00,2.1656287243952614
2024-07-15 22:10:00-07:00,2.161250720866877
2024-07-15 22:20:00-07:00,2.1583292381120867
2024-07-15 22:30:00-07:00,2.1539479594701922
2024-07-15 22:40:00-07:00,2.152157342754048
2024-07-15 22:50:00-07:00,2.1484299087768983
2024-07-15 23:00:00-07:00,2.145184561208783
2024-07-15 23:10:00-07:00,2.143600691402376
2024-07-15 23:20:00-07:00,2.140207333747288
2024-07-15 23:30:00-07:00,2.1388204890676215
2024-07-15 23:40:00-07:00,2.1366238619637232
2024-07-15 23:50:00-07:00,2.13528361143896
